Year,Month,Carrier,Carrier_Name,Arrival Flights,Delays,Employees,Passengers,Delays_Over_Flights,Employees_Over_Flights,Passengers_Over_Flights
2016,5,OO,SkyWest_Airlines,51253,1795,11420,2716899,0.03502234,0.222816225,53.00956042
2016,5,UA,United_Air_Lines,45914,2204,86175,8468933,0.048002788,1.876878512,184.4520843
2016,5,WN,Southwest_Airlines,109847,5221,52790,13248940,0.047529746,0.480577531,120.6126704
2016,5,YV,Mesa_Airlines,0,0,0,0,0,0,0
2016,5,YX,Republic_Airline,0,0,0,0,0,0,0
2016,4,9E,Endeavor,0,0,0,0,0,0,0
2016,4,AA,American_Airlines,74859,3557,104002,11830169,0.047515997,1.389305227,158.0326881
2016,4,AS,Alaska_Airlines,14662,382,11734,2008744,0.026053744,0.800300095,137.0034102
2016,4,B6,JetBlue_Airways,23187,1601,18036,3127031,0.069047311,0.777849657,134.8613878
2016,4,DL,Delta_Air_Lines,76607,2746,85111,11756089,0.035845288,1.111008132,153.459723
2016,4,F9,Frontier_Airlines,7125,218,3088,1073443,0.030596491,0.433403509,150.6586667
2016,4,G4,Allegiant_Air,0,0,0,0,0,0,0
2016,4,HA,Hawaiian_Airlines,6239,210,5783,850751,0.03365924,0.926911364,136.3601539
2016,4,MQ,Envoy_Air,0,0,0,0,0,0,0
2016,4,NK,Spirit_Air_Lines,11281,644,5193,1717904,0.057087138,0.460331531,152.2829536
2016,4,OH,PSA_Airlines,0,0,0,0,0,0,0
2016,4,OO,SkyWest_Airlines,50117,1666,11234,2544813,0.033242213,0.224155476,50.77744079
2016,4,UA,United_Air_Lines,43281,1735,85807,7752413,0.040086874,1.982555856,179.1181581
2016,4,WN,Southwest_Airlines,107855,5131,52328,12606212,0.047573131,0.485169904,116.8811089
2016,4,YV,Mesa_Airlines,0,0,0,0,0,0,0
2016,4,YX,Republic_Airline,0,0,0,0,0,0,0
2016,3,9E,Endeavor,0,0,0,0,0,0,0
2016,3,AA,American_Airlines,79119,4301,103752,12635859,0.054361152,1.311341144,159.707011
2016,3,AS,Alaska_Airlines,14781,449,11704,2085748,0.030376835,0.791827346,141.1100737
2016,3,B6,JetBlue_Airways,23825,1833,17810,3306487,0.076935992,0.747534103,138.7822455
2016,3,DL,Delta_Air_Lines,78210,3034,85042,12120982,0.038792993,1.087354558,154.9799514
2016,3,F9,Frontier_Airlines,7057,288,3035,1119184,0.040810543,0.430069435,158.5920363
2016,3,G4,Allegiant_Air,0,0,0,0,0,0,0
2016,3,HA,Hawaiian_Airlines,6355,282,5721,901738,0.044374508,0.900236035,141.8942565
2016,3,MQ,Envoy_Air,0,0,0,0,0,0,0
2016,3,NK,Spirit_Air_Lines,11246,57,5090,1797560,0.005068469,0.452605371,159.8399431
2016,3,OH,PSA_Airlines,0,0,0,0,0,0,0
2016,3,OO,SkyWest_Airlines,52057,2197,11471,2626893,0.042203738,0.220354611,50.46185912
2016,3,UA,United_Air_Lines,44250,2330,85516,8165767,0.052655367,1.932564972,184.5371073
2016,3,WN,Southwest_Airlines,112003,5238,51800,13113439,0.046766604,0.462487612,117.0811407
2016,3,YV,Mesa_Airlines,0,0,0,0,0,0,0
2016,3,YX,Republic_Airline,0,0,0,0,0,0,0
2016,2,9E,Endeavor,0,0,0,0,0,0,0
2016,2,AA,American_Airlines,71440,3437,103402,10561759,0.048110302,1.447396417,147.8409714
2016,2,AS,Alaska_Airlines,13399,390,11687,1738110,0.02910665,0.872229271,129.719382
2016,2,B6,JetBlue_Airways,21776,1994,17778,2859264,0.091568699,0.81640338,131.3034533
2016,2,DL,Delta_Air_Lines,67771,2669,84624,9936823,0.039382627,1.248675687,146.6235263
2016,2,F9,Frontier_Airlines,6646,206,3023,1033606,0.030996088,0.454860066,155.5230214
2016,2,G4,Allegiant_Air,0,0,0,0,0,0,0
2016,2,HA,Hawaiian_Airlines,5851,263,5669,827635,0.044949581,0.968894206,141.4518886
2016,2,MQ,Envoy_Air,0,0,0,0,0,0,0
2016,2,NK,Spirit_Air_Lines,10354,593,5050,1521988,0.057272552,0.487734209,146.9951709
2016,2,OH,PSA_Airlines,0,0,0,0,0,0,0
2016,2,OO,SkyWest_Airlines,45616,1872,11433,2250115,0.041038232,0.250635742,49.32731936
2016,2,UA,United_Air_Lines,38944,1553,84827,6754878,0.039877773,2.178178924,173.4510579
2016,2,WN,Southwest_Airlines,97225,3139,51322,10590896,0.032285935,0.527868347,108.9318179
2016,2,YV,Mesa_Airlines,0,0,0,0,0,0,0
2016,2,YX,Republic_Airline,0,0,0,0,0,0,0
2016,1,9E,Endeavor,0,0,0,0,0,0,0
2016,1,AA,American_Airlines,75580,4397,103536,11281553,0.058176766,1.369886213,149.26638
2016,1,AS,Alaska_Airlines,14205,410,11647,1807108,0.028863076,0.819922562,127.2163323
2016,1,B6,JetBlue_Airways,23018,2205,17648,2943758,0.095794596,0.766704318,127.8893909
2016,1,DL,Delta_Air_Lines,69711,2919,83968,10310923,0.041872875,1.204515787,147.9095552
2016,1,F9,Frontier_Airlines,7099,258,2985,1070797,0.036343147,0.420481758,150.8377236
2016,1,G4,Allegiant_Air,0,0,0,0,0,0,0
2016,1,HA,Hawaiian_Airlines,6279,345,5600,869750,0.054945055,0.891861761,138.5172798
2016,1,MQ,Envoy_Air,0,0,0,0,0,0,0
2016,1,NK,Spirit_Air_Lines,11047,872,4943,1595894,0.078935458,0.447451797,144.4640174
2016,1,OH,PSA_Airlines,0,0,0,0,0,0,0
2016,1,OO,SkyWest_Airlines,47619,2313,11272,2309976,0.048573049,0.236712237,48.50954451
2016,1,UA,United_Air_Lines,39761,2064,84475,7074970,0.051910163,2.124569302,177.9374261
2016,1,WN,Southwest_Airlines,104154,4505,50834,10924106,0.04325326,0.488065749,104.8841715
2016,1,YV,Mesa_Airlines,0,0,0,0,0,0,0
2016,1,YX,Republic_Airline,0,0,0,0,0,0,0
2015,12,9E,Endeavor,0,0,0,0,0,0,0
2015,12,AA,American_Airlines,76562,4811,103327,12091996,0.062837961,1.349585956,157.9373057
2015,12,AS,Alaska_Airlines,14459,521,11605,1961508,0.036032921,0.802614289,135.6600041
2015,12,B6,JetBlue_Airways,23343,2372,17604,3149250,0.101615045,0.754144711,134.911965
2015,12,DL,Delta_Air_Lines,70639,3485,84451,10878147,0.049335353,1.195529382,153.9963335
2015,12,F9,Frontier_Airlines,8120,493,2976,1182076,0.060714286,0.366502463,145.5758621
2015,12,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,12,HA,Hawaiian_Airlines,6260,290,5548,886384,0.046325879,0.886261981,141.5948882
2015,12,MQ,Envoy_Air,20993,790,12348,857945,0.037631591,0.588196065,40.86814653
2015,12,NK,Spirit_Air_Lines,10671,843,4836,1595194,0.078999157,0.453190891,149.4887077
2015,12,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,12,OO,SkyWest_Airlines,47590,2573,11237,2454684,0.05406598,0.236121034,51.57982769
2015,12,UA,United_Air_Lines,43443,3075,84137,7967691,0.070782405,1.936721681,183.405635
2015,12,WN,Southwest_Airlines,107476,7490,50409,12371034,0.069689977,0.469025643,115.1050839
2015,12,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,12,YX,Republic_Airline,0,0,0,0,0,0,0
2015,11,9E,Endeavor,0,0,0,0,0,0,0
2015,11,AA,American_Airlines,73871,3715,103427,11520798,0.050290371,1.400102882,155.9583328
2015,11,AS,Alaska_Airlines,13950,464,11623,1843802,0.033261649,0.833189964,132.1721864
2015,11,B6,JetBlue_Airways,21697,1316,17594,2877515,0.060653547,0.810895516,132.6227128
2015,11,DL,Delta_Air_Lines,72228,2556,84384,10974273,0.035387938,1.168300382,151.9393172
2015,11,F9,Frontier_Airlines,7763,431,2897,1158212,0.055519773,0.373180471,149.1964447
2015,11,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,11,HA,Hawaiian_Airlines,6024,223,5518,830497,0.037018592,0.916002656,137.8647078
2015,11,MQ,Envoy_Air,20305,802,12371,822086,0.039497661,0.609258803,40.48687515
2015,11,NK,Spirit_Air_Lines,10164,548,4755,1488055,0.053915781,0.467827627,146.4044667
2015,11,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,11,OO,SkyWest_Airlines,47292,1894,11107,2464444,0.040049057,0.234860019,52.11122389
2015,11,UA,United_Air_Lines,42647,2198,84208,7609512,0.051539381,1.974535137,178.4301827
2015,11,WN,Southwest_Airlines,104045,5107,50412,12141358,0.049084531,0.484521121,116.6933346
2015,11,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,11,YX,Republic_Airline,0,0,0,0,0,0,0
2015,10,9E,Endeavor,0,0,0,0,0,0,0
2015,10,AA,American_Airlines,77290,3571,102936,12419858,0.046202614,1.331815241,160.6916548
2015,10,AS,Alaska_Airlines,14467,414,11632,1858233,0.028616852,0.804036773,128.4463261
2015,10,B6,JetBlue_Airways,21913,1471,17348,2868702,0.067129101,0.791676174,130.9132478
2015,10,DL,Delta_Air_Lines,75552,2426,84689,11941199,0.032110335,1.120936573,158.0527187
2015,10,F9,Frontier_Airlines,8101,311,2926,1191867,0.038390322,0.361189977,147.1259104
2015,10,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,10,HA,Hawaiian_Airlines,6242,330,5497,891243,0.052867671,0.880647228,142.7816405
2015,10,MQ,Envoy_Air,21982,734,12346,982662,0.033390956,0.561641343,44.70302975
2015,10,NK,Spirit_Air_Lines,10208,99,4665,1502529,0.009698276,0.456994514,147.1913205
2015,10,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,10,OO,SkyWest_Airlines,48808,1803,10891,2622334,0.036940665,0.223139649,53.72754466
2015,10,UA,United_Air_Lines,45894,2085,83790,8226048,0.045430775,1.825728853,179.2401621
2015,10,WN,Southwest_Airlines,104516,4100,50020,12527345,0.039228443,0.478587011,119.8605477
2015,10,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,10,YX,Republic_Airline,0,0,0,0,0,0,0
2015,9,9E,Endeavor,0,0,0,0,0,0,0
2015,9,AA,American_Airlines,73379,3484,102807,11547803,0.047479524,1.40104117,157.372041
2015,9,AS,Alaska_Airlines,14271,467,11615,1808852,0.032723705,0.813888305,126.7501927
2015,9,B6,JetBlue_Airways,21133,1253,17167,2632872,0.059291156,0.812331425,124.5858137
2015,9,DL,Delta_Air_Lines,72063,2275,84391,11206275,0.031569599,1.171072534,155.50664
2015,9,F9,Frontier_Airlines,7873,270,2891,1077584,0.034294424,0.367204369,136.8708243
2015,9,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,9,HA,Hawaiian_Airlines,6154,425,5475,829108,0.069060773,0.889665258,134.7266818
2015,9,MQ,Envoy_Air,21202,869,11487,910512,0.040986699,0.541788511,42.94462787
2015,9,NK,Spirit_Air_Lines,9948,591,4588,1418090,0.059408926,0.461198231,142.5502614
2015,9,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,9,OO,SkyWest_Airlines,47625,1779,10704,2495680,0.037354331,0.224755906,52.40272966
2015,9,UA,United_Air_Lines,41778,2012,83693,7566787,0.048159318,2.003279238,181.1189382
2015,9,WN,Southwest_Airlines,100645,3697,49510,11536284,0.036733072,0.49192707,114.6235183
2015,9,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,9,YX,Republic_Airline,0,0,0,0,0,0,0
2015,8,9E,Endeavor,0,0,0,0,0,0,0
2015,8,AA,American_Airlines,79748,4877,102818,13341262,0.061155139,1.289286252,167.2927472
2015,8,AS,Alaska_Airlines,16095,652,11584,2177560,0.040509475,0.719726623,135.2941907
2015,8,B6,JetBlue_Airways,23826,1794,17188,3281740,0.075295895,0.721396793,137.7377655
2015,8,DL,Delta_Air_Lines,80947,3632,84441,13057259,0.044868865,1.043164046,161.3062745
2015,8,F9,Frontier_Airlines,8142,378,2795,1089174,0.04642594,0.343281749,133.7722918
2015,8,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,8,HA,Hawaiian_Airlines,6901,607,5465,956361,0.087958267,0.791914215,138.582959
2015,8,MQ,Envoy_Air,23881,1264,11426,1030197,0.052929107,0.478455676,43.13877141
2015,8,NK,Spirit_Air_Lines,10432,745,4549,1615246,0.071414877,0.436062117,154.8356979
2015,8,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,8,OO,SkyWest_Airlines,52730,2585,10724,2777706,0.049023326,0.203375687,52.67790632
2015,8,UA,United_Air_Lines,45413,3310,84030,8819722,0.072886618,1.850351221,194.2113932
2015,8,WN,Southwest_Airlines,108179,6484,49008,12600993,0.059937696,0.453026928,116.4828017
2015,8,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,8,YX,Republic_Airline,0,0,0,0,0,0,0
2015,7,9E,Endeavor,0,0,0,0,0,0,0
2015,7,AA,American_Airlines,81434,4942,102866,13968150,0.060687182,1.263182455,171.5272491
2015,7,AS,Alaska_Airlines,15821,591,11533,2173449,0.037355414,0.728967828,137.377473
2015,7,B6,JetBlue_Airways,24029,1553,17098,3317803,0.064630238,0.711556869,138.0749511
2015,7,DL,Delta_Air_Lines,80741,3802,84698,13271065,0.04708884,1.049008558,164.3658736
2015,7,F9,Frontier_Airlines,8090,474,2806,1116455,0.058590853,0.34684796,138.0043263
2015,7,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,7,HA,Hawaiian_Airlines,6955,422,5454,986919,0.060675773,0.78418404,141.900647
2015,7,MQ,Envoy_Air,24750,1270,11494,1105202,0.051313131,0.46440404,44.65462626
2015,7,NK,Spirit_Air_Lines,10351,755,4455,1656156,0.072939813,0.430393199,159.9996136
2015,7,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,7,OO,SkyWest_Airlines,52627,2677,10726,2786341,0.050867425,0.203811732,52.94508522
2015,7,UA,United_Air_Lines,46478,4334,83962,9157394,0.093248419,1.806489092,197.0264211
2015,7,WN,Southwest_Airlines,113650,8805,48696,13628493,0.077474703,0.428473383,119.9163484
2015,7,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,7,YX,Republic_Airline,0,0,0,0,0,0,0
2015,6,9E,Endeavor,0,0,0,0,0,0,0
2015,6,AA,American_Airlines,44360,3018,67332,7889049,0.068034265,1.517853922,177.8415014
2015,6,AS,Alaska_Airlines,15075,573,11546,2016205,0.03800995,0.765903814,133.744942
2015,6,B6,JetBlue_Airways,22558,1277,17001,2980269,0.056609629,0.753657239,132.1158347
2015,6,DL,Delta_Air_Lines,77255,4071,84728,12656656,0.052695618,1.096731603,163.8296033
2015,6,F9,Frontier_Airlines,7893,506,2775,1083741,0.064107437,0.351577347,137.3040669
2015,6,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,6,HA,Hawaiian_Airlines,6677,441,5439,932100,0.066047626,0.81458739,139.5986221
2015,6,MQ,Envoy_Air,25407,1647,12622,1125770,0.064824655,0.496792223,44.30944228
2015,6,NK,Spirit_Air_Lines,9826,1175,4492,1481921,0.119580704,0.457154488,150.8163037
2015,6,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,6,OO,SkyWest_Airlines,50307,2717,10589,2643346,0.054008388,0.210487606,52.54429801
2015,6,UA,United_Air_Lines,46084,5007,84059,8660155,0.108649423,1.824038712,187.9210789
2015,6,WN,Southwest_Airlines,109776,8783,48482,12908502,0.080008381,0.441644804,117.5894731
2015,6,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,6,YX,Republic_Airline,0,0,0,0,0,0,0
2015,5,9E,Endeavor,0,0,0,0,0,0,0
2015,5,AA,American_Airlines,44710,2518,66919,7481877,0.056318497,1.496734511,167.3423619
2015,5,AS,Alaska_Airlines,14682,420,11404,1917905,0.028606457,0.776733415,130.6296826
2015,5,B6,JetBlue_Airways,22565,1070,16875,2957150,0.047418569,0.747839575,131.0502991
2015,5,DL,Delta_Air_Lines,74815,3066,84341,11989622,0.040981087,1.127327408,160.2569271
2015,5,F9,Frontier_Airlines,8118,442,2754,1071523,0.054446908,0.33924612,131.9934713
2015,5,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,5,HA,Hawaiian_Airlines,6434,357,5439,872145,0.055486478,0.845352813,135.5525334
2015,5,MQ,Envoy_Air,25431,1214,12775,1141025,0.047737014,0.502339664,44.86748457
2015,5,NK,Spirit_Air_Lines,10051,904,4426,1531892,0.089941299,0.440354194,152.4118993
2015,5,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,5,OO,SkyWest_Airlines,49864,2096,10582,2604468,0.042034333,0.212217231,52.23142949
2015,5,UA,United_Air_Lines,44411,3313,84032,8193347,0.074598635,1.892143838,184.4891356
2015,5,WN,Southwest_Airlines,107702,6595,48313,12565830,0.061233775,0.448580342,116.6722066
2015,5,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,5,YX,Republic_Airline,0,0,0,0,0,0,0
2015,4,9E,Endeavor,0,0,0,0,0,0,0
2015,4,AA,American_Airlines,44770,2606,66438,7359251,0.058208622,1.483984811,164.3790708
2015,4,AS,Alaska_Airlines,13974,429,11244,1842110,0.030699871,0.804637183,131.8241019
2015,4,B6,JetBlue_Airways,22020,1238,16587,2921357,0.056221617,0.753269755,132.668347
2015,4,DL,Delta_Air_Lines,72170,3020,83167,11325451,0.041845642,1.152376334,156.9274075
2015,4,F9,Frontier_Airlines,7148,382,2950,947890,0.053441522,0.412702854,132.6091214
2015,4,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,4,HA,Hawaiian_Airlines,6093,283,5379,799124,0.046446742,0.882816347,131.1544395
2015,4,MQ,Envoy_Air,25695,1204,12840,1098134,0.046857365,0.499708114,42.73726406
2015,4,NK,Spirit_Air_Lines,9496,510,4445,1417183,0.053706824,0.468091828,149.2399958
2015,4,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,4,OO,SkyWest_Airlines,49329,1981,10406,2479504,0.040158933,0.210950962,50.26463135
2015,4,UA,United_Air_Lines,41342,3032,84308,7635556,0.073339461,2.039282086,184.6924677
2015,4,WN,Southwest_Airlines,106407,5526,47994,12195952,0.051932674,0.451041755,114.6160685
2015,4,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,4,YX,Republic_Airline,0,0,0,0,0,0,0
2015,3,9E,Endeavor,0,0,0,0,0,0,0
2015,3,AA,American_Airlines,45966,3429,65737,7507133,0.074598616,1.430122264,163.3192577
2015,3,AS,Alaska_Airlines,14276,558,11131,1953953,0.039086579,0.779700196,136.8697815
2015,3,B6,JetBlue_Airways,22590,1807,16107,2996501,0.079991147,0.713014608,132.6472333
2015,3,DL,Delta_Air_Lines,74166,3812,82194,11791801,0.051398215,1.10824367,158.9920044
2015,3,F9,Frontier_Airlines,6950,541,3131,951231,0.077841727,0.450503597,136.8677698
2015,3,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,3,HA,Hawaiian_Airlines,6313,419,5371,868154,0.066370981,0.850784096,137.518454
2015,3,MQ,Envoy_Air,28146,1954,12899,1124661,0.069423719,0.458288922,39.95811128
2015,3,NK,Spirit_Air_Lines,9400,623,4419,1451480,0.066276596,0.470106383,154.412766
2015,3,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,3,OO,SkyWest_Airlines,50078,2070,10598,2484596,0.041335517,0.211629857,49.61452135
2015,3,UA,United_Air_Lines,43603,3347,84232,8009921,0.076760773,1.931793684,183.7011444
2015,3,WN,Southwest_Airlines,109245,6377,47790,12526974,0.058373381,0.437457092,114.6686256
2015,3,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,3,YX,Republic_Airline,0,0,0,0,0,0,0
2015,2,9E,Endeavor,0,0,0,0,0,0,0
2015,2,AA,American_Airlines,39835,2397,64929,6216284,0.060173215,1.629948538,156.0508096
2015,2,AS,Alaska_Airlines,12194,413,10987,1596927,0.033869116,0.901016894,130.9600623
2015,2,B6,JetBlue_Airways,19751,1961,15973,2434608,0.099286112,0.808718546,123.2650499
2015,2,DL,Delta_Air_Lines,60884,3707,81564,9112908,0.060886276,1.339662309,149.6765653
2015,2,F9,Frontier_Airlines,5809,460,3837,794283,0.079187468,0.660526769,136.7331727
2015,2,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,2,HA,Hawaiian_Airlines,5779,465,5381,770204,0.080463748,0.931129953,133.2763454
2015,2,MQ,Envoy_Air,26940,1854,12809,986899,0.068819599,0.475463994,36.63322197
2015,2,NK,Spirit_Air_Lines,8089,614,4332,1194809,0.075905551,0.535542094,147.7078749
2015,2,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,2,OO,SkyWest_Airlines,43989,2288,10507,2077077,0.052013003,0.238855168,47.21809998
2015,2,UA,United_Air_Lines,36235,3129,83930,6293908,0.086352974,2.316268801,173.6969229
2015,2,WN,Southwest_Airlines,90172,5172,47552,9535453,0.057357051,0.527347735,105.7473828
2015,2,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,2,YX,Republic_Airline,0,0,0,0,0,0,0
2015,1,9E,Endeavor,0,0,0,0,0,0,0
2015,1,AA,American_Airlines,44059,3062,64449,6947198,0.069497719,1.462788534,157.6794299
2015,1,AS,Alaska_Airlines,13257,502,10849,1677032,0.037866787,0.818360112,126.5016218
2015,1,B6,JetBlue_Airways,21623,1411,15812,2656288,0.06525459,0.731258382,122.8454886
2015,1,DL,Delta_Air_Lines,64421,2682,80915,9527796,0.041632387,1.256034523,147.898915
2015,1,F9,Frontier_Airlines,6829,467,3885,904770,0.068384829,0.56889735,132.4893835
2015,1,G4,Allegiant_Air,0,0,0,0,0,0,0
2015,1,HA,Hawaiian_Airlines,6440,415,5385,831366,0.064440994,0.836180124,129.0940994
2015,1,MQ,Envoy_Air,29900,2219,12587,1102506,0.074214047,0.4209699,36.87311037
2015,1,NK,Spirit_Air_Lines,8743,369,4300,1276478,0.042205193,0.491822029,146
2015,1,OH,PSA_Airlines,0,0,0,0,0,0,0
2015,1,OO,SkyWest_Airlines,48114,2800,10468,2188134,0.05819512,0.217566613,45.47811448
2015,1,UA,United_Air_Lines,38395,3296,83964,6751586,0.085844511,2.186847246,175.8454486
2015,1,WN,Southwest_Airlines,100042,5950,47335,10036388,0.05947502,0.473151276,100.3217449
2015,1,YV,Mesa_Airlines,0,0,0,0,0,0,0
2015,1,YX,Republic_Airline,0,0,0,0,0,0,0
